ds,alx,gco,mco
2023-06-09  18:00,54,147,79
2023-06-09  19:00,34,125,77
2023-06-09  20:00,20,100,57
2023-06-09  21:00,34,124,63
2023-06-09  22:00,29,102,78
2023-06-09  23:00,21,100,74
2023-06-10  00:00,16,58,45
2023-06-10  01:00,13,60,32
2023-06-10  02:00,13,40,28
2023-06-10  03:00,7,31,19
2023-06-10  04:00,4,23,13
2023-06-10  05:00,8,42,19
2023-06-10  06:00,16,30,29
2023-06-10  07:00,9,82,21
2023-06-10  08:00,23,71,45
2023-06-10  09:00,32,123,60
2023-06-10  10:00,45,112,72
2023-06-10  11:00,44,110,88
2023-06-10  12:00,31,121,74
2023-06-10  13:00,30,117,66
2023-06-10  14:00,52,149,77
2023-06-10  15:00,26,166,61
2023-06-10  16:00,34,118,58
2023-06-10  17:00,43,163,86
2023-06-10  18:00,47,136,62
2023-06-10  19:00,29,148,89
2023-06-10  20:00,36,125,95
2023-06-10  21:00,28,149,84
2023-06-10  22:00,28,126,90
2023-06-10  23:00,18,112,79
2023-06-11  00:00,18,67,51
2023-06-11  01:00,15,55,35
2023-06-11  02:00,13,65,33
2023-06-11  03:00,9,53,16
2023-06-11  04:00,14,16,24
2023-06-11  05:00,9,30,15
2023-06-11  06:00,19,49,25
2023-06-11  07:00,29,52,37
2023-06-11  08:00,13,64,40
2023-06-11  09:00,17,102,62
2023-06-11  10:00,18,95,64
2023-06-11  11:00,50,83,58
2023-06-11  12:00,32,133,80
2023-06-11  13:00,32,94,59
2023-06-11  14:00,20,119,75
2023-06-11  15:00,45,119,72
2023-06-11  16:00,32,92,72
2023-06-11  17:00,34,120,84
2023-06-11  18:00,39,95,64
2023-06-11  19:00,20,106,97
2023-06-11  20:00,28,162,44
2023-06-11  21:00,26,81,79
2023-06-11  22:00,23,82,81
2023-06-11  23:00,23,81,44
2023-06-12  00:00,17,86,28
2023-06-12  01:00,10,70,23
2023-06-12  02:00,11,79,35
2023-06-12  03:00,22,58,16
2023-06-12  04:00,11,40,24
2023-06-12  05:00,7,38,23
2023-06-12  06:00,22,70,25
2023-06-12  07:00,43,93,53
2023-06-12  08:00,42,115,90
2023-06-12  09:00,48,122,88
2023-06-12  10:00,42,132,93
2023-06-12  11:00,49,157,138
2023-06-12  12:00,40,182,99
2023-06-12  13:00,37,151,101
2023-06-12  14:00,52,162,99
2023-06-12  15:00,36,144,106
2023-06-12  16:00,42,161,114
2023-06-12  17:00,52,142,136
2023-06-12  18:00,35,121,80
2023-06-12  19:00,23,115,96
2023-06-12  20:00,18,122,60
2023-06-12  21:00,23,122,45
2023-06-12  22:00,14,90,52
2023-06-12  23:00,20,55,21
2023-06-13  00:00,21,38,32
2023-06-13  01:00,10,43,22
2023-06-13  02:00,10,39,12
2023-06-13  03:00,14,61,21
2023-06-13  04:00,6,41,21
2023-06-13  05:00,17,40,14
2023-06-13  06:00,21,47,31
2023-06-13  07:00,42,88,51
2023-06-13  08:00,43,97,88
2023-06-13  09:00,58,134,75
2023-06-13  10:00,49,149,87
2023-06-13  11:00,51,144,94
2023-06-13  12:00,58,151,90
2023-06-13  13:00,58,133,92
2023-06-13  14:00,50,181,109
2023-06-13  15:00,44,179,88
2023-06-13  16:00,54,176,80
2023-06-13  17:00,37,142,79
2023-06-13  18:00,49,105,61
2023-06-13  19:00,34,114,81
2023-06-13  20:00,30,95,77
2023-06-13  21:00,21,131,57
2023-06-13  22:00,33,79,41
2023-06-13  23:00,30,68,29
2023-06-14  00:00,29,56,21
2023-06-14  01:00,6,47,23
2023-06-14  02:00,9,18,11
2023-06-14  03:00,16,31,27
2023-06-14  04:00,6,54,19
2023-06-14  05:00,20,21,40
2023-06-14  06:00,28,71,38
2023-06-14  07:00,16,84,73
2023-06-14  08:00,36,128,83
2023-06-14  09:00,35,149,85
2023-06-14  10:00,50,156,96
2023-06-14  11:00,44,131,84
2023-06-14  12:00,35,152,112
2023-06-14  13:00,57,161,120
2023-06-14  14:00,49,113,91
2023-06-14  15:00,31,173,69
2023-06-14  16:00,37,187,91
2023-06-14  17:00,68,161,87
2023-06-14  18:00,39,122,67
2023-06-14  19:00,34,119,55
2023-06-14  20:00,27,107,64
2023-06-14  21:00,28,96,62
2023-06-14  22:00,48,70,41
2023-06-14  23:00,49,66,30
2023-06-15  00:00,12,48,27
2023-06-15  01:00,9,57,19
2023-06-15  02:00,10,52,9
2023-06-15  03:00,5,40,9
2023-06-15  04:00,11,39,17
2023-06-15  05:00,18,40,19
2023-06-15  06:00,24,44,39
2023-06-15  07:00,41,94,40
2023-06-15  08:00,41,106,57
2023-06-15  09:00,40,127,88
2023-06-15  10:00,53,153,98
2023-06-15  11:00,49,157,109
2023-06-15  12:00,52,173,112
2023-06-15  13:00,68,189,125
2023-06-15  14:00,59,178,98
2023-06-15  15:00,57,164,87
2023-06-15  16:00,58,169,114
2023-06-15  17:00,32,166,87
2023-06-15  18:00,33,145,63
2023-06-15  19:00,21,109,62
2023-06-15  20:00,36,114,67
2023-06-15  21:00,30,108,71
2023-06-15  22:00,22,92,47
2023-06-15  23:00,34,86,32
2023-06-16  00:00,21,76,29
2023-06-16  01:00,15,45,15
2023-06-16  02:00,24,47,11
2023-06-16  03:00,9,49,9
2023-06-16  04:00,8,27,10
2023-06-16  05:00,9,32,27
2023-06-16  06:00,30,26,40
2023-06-16  07:00,23,82,38
2023-06-16  08:00,44,96,44
2023-06-16  09:00,58,145,80
2023-06-16  10:00,41,134,97
2023-06-16  11:00,51,167,100
2023-06-16  12:00,50,162,87
2023-06-16  13:00,49,147,105
2023-06-16  14:00,52,185,77
2023-06-16  15:00,58,151,103
2023-06-16  16:00,32,146,85
2023-06-16  17:00,29,137,77
2023-06-16  18:00,28,146,81
2023-06-16  19:00,36,151,70
2023-06-16  20:00,28,157,83
2023-06-16  21:00,30,188,71
2023-06-16  22:00,31,162,63
2023-06-16  23:00,35,150,37
2023-06-17  00:00,17,80,46
2023-06-17  01:00,15,56,25
2023-06-17  02:00,15,48,39
2023-06-17  03:00,11,33,27
2023-06-17  04:00,14,51,19
2023-06-17  05:00,6,38,12
2023-06-17  06:00,11,32,41
2023-06-17  07:00,34,39,57
2023-06-17  08:00,29,81,63
2023-06-17  09:00,33,153,80
2023-06-17  10:00,36,139,67
2023-06-17  11:00,58,135,84
2023-06-17  12:00,44,175,98
2023-06-17  13:00,23,156,79
2023-06-17  14:00,49,123,71
2023-06-17  15:00,31,144,72
2023-06-17  16:00,37,135,91
2023-06-17  17:00,68,159,96
2023-06-17  18:00,39,121,62
2023-06-17  19:00,34,168,85
2023-06-17  20:00,27,160,55
2023-06-17  21:00,28,117,93
2023-06-17  22:00,48,124,85
2023-06-17  23:00,49,117,89
2023-06-18  00:00,31,93,57
2023-06-18  01:00,32,89,40
2023-06-18  02:00,25,81,56
2023-06-18  03:00,21,47,29
2023-06-18  04:00,14,53,35
2023-06-18  05:00,16,57,28
2023-06-18  06:00,17,35,22
2023-06-18  07:00,25,37,35
2023-06-18  08:00,16,52,38
2023-06-18  09:00,19,90,58
2023-06-18  10:00,23,90,60
2023-06-18  11:00,34,108,61
2023-06-18  12:00,18,103,83
2023-06-18  13:00,27,162,72
2023-06-18  14:00,24,105,75
2023-06-18  15:00,21,143,86
2023-06-18  16:00,18,123,87
2023-06-18  17:00,34,120,83
2023-06-18  18:00,25,156,55
2023-06-18  19:00,33,121,65
2023-06-18  20:00,27,118,85
2023-06-18  21:00,34,132,103
2023-06-18  22:00,18,97,69
2023-06-18  23:00,22,83,44
2023-06-19  00:00,16,88,31
2023-06-19  01:00,17,49,35
2023-06-19  02:00,11,34,22
2023-06-19  03:00,9,44,24
2023-06-19  04:00,8,30,22
2023-06-19  05:00,10,49,20
2023-06-19  06:00,13,56,26
2023-06-19  07:00,33,74,42
2023-06-19  08:00,21,87,79
2023-06-19  09:00,37,136,77
2023-06-19  10:00,58,149,80
2023-06-19  11:00,38,140,101
2023-06-19  12:00,56,118,114
2023-06-19  13:00,46,181,79
2023-06-19  14:00,47,164,102
2023-06-19  15:00,33,148,98
2023-06-19  16:00,29,154,95
2023-06-19  17:00,28,164,132
2023-06-19  18:00,33,129,65
2023-06-19  19:00,44,106,75
2023-06-19  20:00,34,103,58
2023-06-19  21:00,18,90,50
2023-06-19  22:00,25,68,51
2023-06-19  23:00,15,67,37
2023-06-20  00:00,19,66,36
2023-06-20  01:00,11,40,34
2023-06-20  02:00,12,48,11
2023-06-20  03:00,8,28,25
2023-06-20  04:00,5,28,9
2023-06-20  05:00,17,52,25
2023-06-20  06:00,31,36,27
2023-06-20  07:00,30,59,71
2023-06-20  08:00,51,94,96
2023-06-20  09:00,60,119,81
2023-06-20  10:00,47,126,101
2023-06-20  11:00,51,141,81
2023-06-20  12:00,53,114,125
2023-06-20  13:00,61,167,87
2023-06-20  14:00,55,158,89
2023-06-20  15:00,42,159,89
2023-06-20  16:00,40,138,103
2023-06-20  17:00,43,249,85
2023-06-20  18:00,28,185,96
2023-06-20  19:00,40,164,91
2023-06-20  20:00,17,101,91
2023-06-20  21:00,23,107,52
2023-06-20  22:00,12,111,51
2023-06-20  23:00,16,83,40
2023-06-21  00:00,21,68,56
2023-06-21  01:00,15,39,19
2023-06-21  02:00,16,52,3
2023-06-21  03:00,6,35,7
2023-06-21  04:00,8,42,20
2023-06-21  05:00,16,56,13
2023-06-21  06:00,18,61,21
2023-06-21  07:00,36,86,44
2023-06-21  08:00,27,125,89
2023-06-21  09:00,73,130,88
2023-06-21  10:00,50,140,64
2023-06-21  11:00,45,177,98
2023-06-21  12:00,44,177,101
2023-06-21  13:00,38,209,97
2023-06-21  14:00,36,144,108
2023-06-21  15:00,49,184,107
2023-06-21  16:00,40,202,117
2023-06-21  17:00,39,158,105
2023-06-21  18:00,25,146,90
2023-06-21  19:00,34,124,75
2023-06-21  20:00,28,149,62
2023-06-21  21:00,32,100,61
2023-06-21  22:00,30,110,55
2023-06-21  23:00,15,89,52
2023-06-22  00:00,15,53,24
2023-06-22  01:00,17,55,22
2023-06-22  02:00,19,29,19
2023-06-22  03:00,9,42,23
2023-06-22  04:00,9,32,11
2023-06-22  05:00,17,40,13
2023-06-22  06:00,29,58,31
2023-06-22  07:00,36,75,49
2023-06-22  08:00,36,94,73
2023-06-22  09:00,41,117,96
2023-06-22  10:00,51,122,110
2023-06-22  11:00,52,139,93
2023-06-22  12:00,36,139,108
2023-06-22  13:00,37,139,111
2023-06-22  14:00,31,154,85
2023-06-22  15:00,38,165,110
2023-06-22  16:00,35,155,97
2023-06-22  17:00,43,162,91
2023-06-22  18:00,39,121,68
2023-06-22  19:00,51,139,63
2023-06-22  20:00,28,131,67
2023-06-22  21:00,16,118,66
2023-06-22  22:00,26,136,47
2023-06-22  23:00,21,99,42
2023-06-23  00:00,24,54,31
2023-06-23  01:00,14,53,18
2023-06-23  02:00,19,59,11
2023-06-23  03:00,21,33,13
2023-06-23  04:00,17,15,25
2023-06-23  05:00,8,34,18
2023-06-23  06:00,17,67,36
2023-06-23  07:00,32,92,40
2023-06-23  08:00,48,105,70
2023-06-23  09:00,44,128,84
2023-06-23  10:00,54,152,79
2023-06-23  11:00,47,132,85
2023-06-23  12:00,57,173,116
2023-06-23  13:00,46,209,116
2023-06-23  14:00,66,146,108
2023-06-23  15:00,53,165,100
2023-06-23  16:00,52,155,90
2023-06-23  17:00,39,162,91
2023-06-23  18:00,27,121,73
2023-06-23  19:00,29,139,59
2023-06-23  20:00,24,131,69
2023-06-23  21:00,41,118,75
2023-06-23  22:00,32,136,75
2023-06-23  23:00,31,99,71
2023-06-24  00:00,21,82,24
2023-06-24  01:00,15,64,35
2023-06-24  02:00,22,57,11
2023-06-24  03:00,14,39,18
2023-06-24  04:00,9,35,11
2023-06-24  05:00,16,38,18
2023-06-24  06:00,10,55,38
2023-06-24  07:00,24,66,36
2023-06-24  08:00,23,78,65
2023-06-24  09:00,24,100,55
2023-06-24  10:00,19,110,73
2023-06-24  11:00,39,138,88
2023-06-24  12:00,42,137,78
2023-06-24  13:00,39,150,76
2023-06-24  14:00,37,167,92
2023-06-24  15:00,48,126,70
2023-06-24  16:00,28,141,79
2023-06-24  17:00,31,137,77
2023-06-24  18:00,32,130,80
2023-06-24  19:00,26,128,59
2023-06-24  20:00,45,116,102
2023-06-24  21:00,37,147,72
2023-06-24  22:00,21,162,91
2023-06-24  23:00,32,119,67
2023-06-25  00:00,23,92,60
2023-06-25  01:00,13,109,51
2023-06-25  02:00,13,86,36
2023-06-25  03:00,12,73,26
2023-06-25  04:00,7,45,31
2023-06-25  05:00,12,38,19
2023-06-25  06:00,11,42,22
2023-06-25  07:00,21,45,33
2023-06-25  08:00,10,60,43
2023-06-25  09:00,17,91,52
2023-06-25  10:00,18,80,63
2023-06-25  11:00,20,93,62
2023-06-25  12:00,25,118,75
2023-06-25  13:00,33,133,73
2023-06-25  14:00,33,112,71
2023-06-25  15:00,21,118,89
2023-06-25  16:00,12,110,77
2023-06-25  17:00,34,236,82
2023-06-25  18:00,31,119,78
2023-06-25  19:00,39,132,72
2023-06-25  20:00,34,134,90
2023-06-25  21:00,28,89,56
2023-06-25  22:00,39,101,62
2023-06-25  23:00,18,69,41
2023-06-26  00:00,27,53,59
2023-06-26  01:00,21,55,36
2023-06-26  02:00,18,55,23
2023-06-26  03:00,14,39,18
2023-06-26  04:00,7,23,15
2023-06-26  05:00,13,24,19
2023-06-26  06:00,15,42,30
2023-06-26  07:00,37,74,51
2023-06-26  08:00,37,127,80
2023-06-26  09:00,50,163,78
2023-06-26  10:00,46,172,99
2023-06-26  11:00,55,135,72
2023-06-26  12:00,56,144,101
2023-06-26  13:00,55,177,102
2023-06-26  14:00,39,160,102
2023-06-26  15:00,46,219,73
2023-06-26  16:00,53,198,97
2023-06-26  17:00,35,165,74
2023-06-26  18:00,42,155,71
2023-06-26  19:00,28,129,60
2023-06-26  20:00,24,141,62
2023-06-26  21:00,35,97,62
2023-06-26  22:00,32,75,57
2023-06-26  23:00,16,56,40
2023-06-27  00:00,21,45,52
2023-06-27  01:00,22,43,18
2023-06-27  02:00,4,53,20
2023-06-27  03:00,12,59,24
2023-06-27  04:00,5,44,29
2023-06-27  05:00,16,32,18
2023-06-27  06:00,19,62,25
2023-06-27  07:00,30,96,71
2023-06-27  08:00,33,126,67
2023-06-27  09:00,59,126,67
2023-06-27  10:00,44,176,92
2023-06-27  11:00,60,179,65
2023-06-27  12:00,33,158,84
2023-06-27  13:00,28,185,99
2023-06-27  14:00,50,184,90
2023-06-27  15:00,50,151,87
2023-06-27  16:00,31,159,87
2023-06-27  17:00,50,170,88
2023-06-27  18:00,50,143,62
2023-06-27  19:00,31,141,70
2023-06-27  20:00,21,115,84
2023-06-27  21:00,28,123,50
2023-06-27  22:00,19,96,40
2023-06-27  23:00,12,82,31
2023-06-28  00:00,14,75,23
2023-06-28  01:00,7,66,19
2023-06-28  02:00,13,55,18
2023-06-28  03:00,13,41,19
2023-06-28  04:00,10,35,17
2023-06-28  05:00,13,21,16
2023-06-28  06:00,23,46,39
2023-06-28  07:00,30,66,35
2023-06-28  08:00,55,111,64
2023-06-28  09:00,65,127,71
2023-06-28  10:00,52,154,108
2023-06-28  11:00,63,201,82
2023-06-28  12:00,57,163,87
2023-06-28  13:00,43,146,80
2023-06-28  14:00,33,148,90
2023-06-28  15:00,52,139,98
2023-06-28  16:00,62,168,101
2023-06-28  17:00,40,143,62
2023-06-28  18:00,43,122,67
2023-06-28  19:00,51,108,83
2023-06-28  20:00,23,151,78
2023-06-28  21:00,33,116,61
2023-06-28  22:00,25,106,49
2023-06-28  23:00,24,97,43
2023-06-29  00:00,35,81,32
2023-06-29  01:00,20,65,30
2023-06-29  02:00,8,51,25
2023-06-29  03:00,11,34,10
2023-06-29  04:00,6,28,17
2023-06-29  05:00,11,41,26
2023-06-29  06:00,21,60,31
2023-06-29  07:00,26,89,51
2023-06-29  08:00,38,99,61
2023-06-29  09:00,47,152,91
2023-06-29  10:00,46,160,66
2023-06-29  11:00,52,171,96
2023-06-29  12:00,54,187,100
2023-06-29  13:00,44,193,101
2023-06-29  14:00,46,163,84
2023-06-29  15:00,39,189,104
2023-06-29  16:00,48,192,78
2023-06-29  17:00,45,183,148
2023-06-29  18:00,25,153,78
2023-06-29  19:00,26,149,74
2023-06-29  20:00,19,118,64
2023-06-29  21:00,33,147,80
2023-06-29  22:00,29,104,39
2023-06-29  23:00,18,102,36
2023-06-30  00:00,17,58,24
2023-06-30  01:00,20,52,22
2023-06-30  02:00,15,53,6
2023-06-30  03:00,6,42,16
2023-06-30  04:00,7,49,18
2023-06-30  05:00,14,42,14
2023-06-30  06:00,25,53,45
2023-06-30  07:00,26,67,51
2023-06-30  08:00,43,114,75
2023-06-30  09:00,49,101,107
2023-06-30  10:00,50,121,142
2023-06-30  11:00,47,116,249
2023-06-30  12:00,39,172,199
2023-06-30  13:00,65,171,185
2023-06-30  14:00,62,145,144
2023-06-30  15:00,59,150,168
2023-06-30  16:00,44,168,164
2023-06-30  17:00,49,170,106
2023-06-30  18:00,27,136,100
2023-06-30  19:00,31,128,76
2023-06-30  20:00,30,135,92
2023-06-30  21:00,32,119,89
2023-06-30  22:00,28,110,81
2023-06-30  23:00,25,92,67
2023-07-01  00:00,17,80,61
2023-07-01  01:00,12,69,22
2023-07-01  02:00,17,49,22
2023-07-01  03:00,8,51,16
2023-07-01  04:00,8,51,29
2023-07-01  05:00,12,33,20
2023-07-01  06:00,12,29,23
2023-07-01  07:00,19,52,47
2023-07-01  08:00,30,77,60
2023-07-01  09:00,37,122,73
2023-07-01  10:00,26,114,84
2023-07-01  11:00,52,131,88
2023-07-01  12:00,41,130,96
2023-07-01  13:00,29,135,94
2023-07-01  14:00,26,152,82
2023-07-01  15:00,33,138,96
2023-07-01  16:00,42,159,74
2023-07-01  17:00,30,124,71
2023-07-01  18:00,28,136,122
2023-07-01  19:00,45,161,72
2023-07-01  20:00,33,127,85
2023-07-01  21:00,50,146,125
2023-07-01  22:00,26,113,103
2023-07-01  23:00,26,103,107
2023-07-02  00:00,28,108,68
2023-07-02  01:00,19,51,49
2023-07-02  02:00,12,46,27
2023-07-02  03:00,10,38,34
2023-07-02  04:00,8,22,21
2023-07-02  05:00,12,33,22
2023-07-02  06:00,14,51,33
2023-07-02  07:00,12,73,52
2023-07-02  08:00,20,74,69
2023-07-02  09:00,17,77,72
2023-07-02  10:00,36,91,76
2023-07-02  11:00,38,95,67
2023-07-02  12:00,25,95,75
2023-07-02  13:00,29,126,87
2023-07-02  14:00,39,99,74
2023-07-02  15:00,18,113,80
2023-07-02  16:00,18,109,58
2023-07-02  17:00,16,105,61
2023-07-02  18:00,28,116,78
2023-07-02  19:00,35,127,76
2023-07-02  20:00,37,106,79
2023-07-02  21:00,23,118,125
2023-07-02  22:00,29,165,97
2023-07-02  23:00,26,106,60
2023-07-03  00:00,24,65,29
2023-07-03  01:00,12,39,38
2023-07-03  02:00,16,42,33
2023-07-03  03:00,13,45,22
2023-07-03  04:00,4,57,17
2023-07-03  05:00,12,25,14
2023-07-03  06:00,17,41,43
2023-07-03  07:00,33,76,78
2023-07-03  08:00,34,71,75
2023-07-03  09:00,38,142,106
2023-07-03  10:00,34,122,90
2023-07-03  11:00,52,184,125
2023-07-03  12:00,58,192,97
2023-07-03  13:00,48,196,108
2023-07-03  14:00,47,200,119
2023-07-03  15:00,50,203,112
2023-07-03  16:00,42,144,104
2023-07-03  17:00,46,148,76
2023-07-03  18:00,43,173,96
2023-07-03  19:00,35,154,100
2023-07-03  20:00,28,156,107
2023-07-03  21:00,38,126,133
2023-07-03  22:00,39,104,94
2023-07-03  23:00,30,78,62
2023-07-04  00:00,19,52,43
2023-07-04  01:00,10,77,33
2023-07-04  02:00,11,50,18
2023-07-04  03:00,17,42,12
2023-07-04  04:00,10,42,17
2023-07-04  05:00,20,36,22
2023-07-04  06:00,9,41,27
2023-07-04  07:00,8,46,36
2023-07-04  08:00,11,46,47
2023-07-04  09:00,22,78,59
2023-07-04  10:00,16,92,70
2023-07-04  11:00,36,114,85
2023-07-04  12:00,27,110,90
2023-07-04  13:00,25,80,94
2023-07-04  14:00,29,104,77
2023-07-04  15:00,38,109,80
2023-07-04  16:00,38,87,87
2023-07-04  17:00,34,95,84
2023-07-04  18:00,32,154,94
2023-07-04  19:00,32,155,111
2023-07-04  20:00,36,150,196
2023-07-04  21:00,64,160,166
2023-07-04  22:00,58,195,198
2023-07-04  23:00,77,164,159
2023-07-05  00:00,31,106,74
2023-07-05  01:00,19,55,55
2023-07-05  02:00,14,62,24
2023-07-05  03:00,15,27,10
2023-07-05  04:00,15,33,16
2023-07-05  05:00,17,43,30
2023-07-05  06:00,28,54,46
2023-07-05  07:00,55,66,59
2023-07-05  08:00,35,119,83
2023-07-05  09:00,44,143,86
2023-07-05  10:00,48,115,113
2023-07-05  11:00,52,179,107
2023-07-05  12:00,52,156,112
2023-07-05  13:00,36,159,106
2023-07-05  14:00,55,132,97
2023-07-05  15:00,67,154,91
2023-07-05  16:00,43,157,111
2023-07-05  17:00,45,155,89
2023-07-05  18:00,43,115,105
2023-07-05  19:00,38,138,85
2023-07-05  20:00,33,119,63
2023-07-05  21:00,47,119,77
2023-07-05  22:00,43,111,79
2023-07-05  23:00,16,86,28
2023-07-06  00:00,13,59,26
2023-07-06  01:00,16,30,7
2023-07-06  02:00,36,43,20
2023-07-06  03:00,29,27,14
2023-07-06  04:00,13,24,17
2023-07-06  05:00,22,25,33
2023-07-06  06:00,27,48,36
2023-07-06  07:00,31,52,60
2023-07-06  08:00,45,96,94
2023-07-06  09:00,50,116,82
2023-07-06  10:00,52,150,111
2023-07-06  11:00,59,147,131
2023-07-06  12:00,43,171,128
2023-07-06  13:00,61,182,96
2023-07-06  14:00,53,179,104
2023-07-06  15:00,54,186,82
2023-07-06  16:00,62,158,121
2023-07-06  17:00,46,158,84
2023-07-06  18:00,44,161,87
2023-07-06  19:00,25,111,68
2023-07-06  20:00,34,131,51
2023-07-06  21:00,30,96,62
2023-07-06  22:00,32,77,51
2023-07-06  23:00,19,62,56
2023-07-07  00:00,13,68,27
2023-07-07  01:00,17,47,25
2023-07-07  02:00,16,45,24
2023-07-07  03:00,10,58,27
2023-07-07  04:00,9,31,24
2023-07-07  05:00,19,35,33
2023-07-07  06:00,16,43,40
2023-07-07  07:00,27,70,49
2023-07-07  08:00,30,112,79
2023-07-07  09:00,45,145,83
2023-07-07  10:00,37,152,108
2023-07-07  11:00,57,133,102
2023-07-07  12:00,47,147,98
2023-07-07  13:00,47,157,108
2023-07-07  14:00,36,179,125
2023-07-07  15:00,42,178,91
2023-07-07  16:00,24,161,100
2023-07-07  17:00,40,183,134
2023-07-07  18:00,48,125,111
2023-07-07  19:00,27,117,93
2023-07-07  20:00,30,132,83
2023-07-07  21:00,41,95,94
2023-07-07  22:00,24,104,71
2023-07-07  23:00,24,87,37
2023-07-08  00:00,22,101,28
2023-07-08  01:00,19,80,28
2023-07-08  02:00,28,58,12
2023-07-08  03:00,27,42,16
2023-07-08  04:00,11,40,19
2023-07-08  05:00,8,25,18
2023-07-08  06:00,5,43,25
2023-07-08  07:00,15,67,64
2023-07-08  08:00,30,96,78
2023-07-08  09:00,27,90,74
2023-07-08  10:00,55,141,83
2023-07-08  11:00,44,141,101
2023-07-08  12:00,41,137,131
2023-07-08  13:00,39,151,94
2023-07-08  14:00,35,121,96
2023-07-08  15:00,33,135,87
2023-07-08  16:00,56,148,72
2023-07-08  17:00,52,138,71
2023-07-08  18:00,43,105,93
2023-07-08  19:00,43,121,98
2023-07-08  20:00,40,100,84
2023-07-08  21:00,36,131,84
2023-07-08  22:00,36,139,79
2023-07-08  23:00,33,94,97
2023-07-09  00:00,22,69,51
2023-07-09  01:00,21,82,37
2023-07-09  02:00,22,59,29
2023-07-09  03:00,19,50,13
2023-07-09  04:00,11,47,14
2023-07-09  05:00,10,27,20
2023-07-09  06:00,12,32,25
2023-07-09  07:00,10,65,24
2023-07-09  08:00,25,66,53
2023-07-09  09:00,23,101,68
2023-07-09  10:00,21,110,66
2023-07-09  11:00,23,97,66
2023-07-09  12:00,20,115,73
2023-07-09  13:00,28,136,59
2023-07-09  14:00,29,119,70
2023-07-09  15:00,41,122,65
2023-07-09  16:00,29,111,74
2023-07-09  17:00,26,95,54
2023-07-09  18:00,28,106,75
2023-07-09  19:00,21,140,77
2023-07-09  20:00,38,95,77
2023-07-09  21:00,29,127,70
2023-07-09  22:00,29,94,68
2023-07-09  23:00,15,55,54
2023-07-10  00:00,34,39,35
2023-07-10  01:00,9,53,25
2023-07-10  02:00,13,47,15
2023-07-10  03:00,10,40,17
2023-07-10  04:00,11,26,12
2023-07-10  05:00,9,56,24
2023-07-10  06:00,18,43,35
2023-07-10  07:00,35,77,40
2023-07-10  08:00,33,109,66
2023-07-10  09:00,46,121,71
2023-07-10  10:00,37,157,102
2023-07-10  11:00,56,166,105
2023-07-10  12:00,68,157,98
2023-07-10  13:00,64,205,114
2023-07-10  14:00,50,188,107
2023-07-10  15:00,54,159,104
2023-07-10  16:00,35,146,119
2023-07-10  17:00,39,184,87
2023-07-10  18:00,54,93,89
2023-07-10  19:00,42,122,62
2023-07-10  20:00,33,105,65
2023-07-10  21:00,32,100,67
2023-07-10  22:00,29,87,50
2023-07-10  23:00,20,71,34
2023-07-11  00:00,19,66,31
2023-07-11  01:00,12,49,23
2023-07-11  02:00,18,26,24
2023-07-11  03:00,11,34,21
2023-07-11  04:00,7,41,24
2023-07-11  05:00,15,18,18
2023-07-11  06:00,23,37,25
2023-07-11  07:00,21,71,53
2023-07-11  08:00,42,91,73
2023-07-11  09:00,50,141,88
2023-07-11  10:00,51,130,99
2023-07-11  11:00,29,152,90
2023-07-11  12:00,42,179,81
2023-07-11  13:00,60,173,116
2023-07-11  14:00,56,208,94
2023-07-11  15:00,53,173,111
2023-07-11  16:00,51,203,90
2023-07-11  17:00,36,163,69
2023-07-11  18:00,42,131,63
2023-07-11  19:00,34,114,69
2023-07-11  20:00,40,138,68
2023-07-11  21:00,33,104,54
2023-07-11  22:00,17,85,72
2023-07-11  23:00,22,66,49
2023-07-12  00:00,7,48,41
2023-07-12  01:00,14,51,21
2023-07-12  02:00,12,55,27
2023-07-12  03:00,6,31,20
2023-07-12  04:00,11,33,15
2023-07-12  05:00,18,39,16
2023-07-12  06:00,20,40,48
2023-07-12  07:00,22,104,36
2023-07-12  08:00,42,146,66
2023-07-12  09:00,49,143,93
2023-07-12  10:00,54,145,83
2023-07-12  11:00,55,171,110
2023-07-12  12:00,53,144,103
2023-07-12  13:00,61,137,107
2023-07-12  14:00,45,119,95
2023-07-12  15:00,40,170,104
2023-07-12  16:00,48,157,102
2023-07-12  17:00,38,176,100
2023-07-12  18:00,33,132,71
2023-07-12  19:00,32,151,50
2023-07-12  20:00,42,148,77
2023-07-12  21:00,30,119,63
2023-07-12  22:00,23,87,43
2023-07-12  23:00,25,66,36
2023-07-13  00:00,15,52,27
2023-07-13  01:00,14,51,17
2023-07-13  02:00,8,48,20
2023-07-13  03:00,11,36,15
2023-07-13  04:00,10,36,12
2023-07-13  05:00,16,36,25
2023-07-13  06:00,24,41,38
2023-07-13  07:00,35,65,57
2023-07-13  08:00,56,129,66
2023-07-13  09:00,33,124,84
2023-07-13  10:00,51,137,69
2023-07-13  11:00,59,167,92
2023-07-13  12:00,35,168,83
2023-07-13  13:00,44,151,106
2023-07-13  14:00,59,213,81
2023-07-13  15:00,59,184,69
2023-07-13  16:00,74,181,109
2023-07-13  17:00,33,153,99
2023-07-13  18:00,38,139,94
2023-07-13  19:00,36,121,62
2023-07-13  20:00,45,81,73
2023-07-13  21:00,32,127,71
2023-07-13  22:00,19,90,69
2023-07-13  23:00,24,64,44
